cap_est_ah,energy_wh,v_mean,v_min,v_max,v_std,i_mean,temp_mean,temp_max,temp_rise,discharge_time_s,time_to_3_5V_s,battery_id,cycle,ambient_temperature,capacity_ah,cap_est_ah_rel,energy_wh_rel,discharge_time_s_rel,time_to_3_5V_s_rel,v_mean_rel,soh,health_status
1.854729496094291,6.622239338851535,3.5573161327793144,2.628919415830567,4.2010701773378685,0.22478337971214638,-1.920618117118412,31.91556385491565,38.45796400011448,14.67666650056077,3470.672,2136.625,B0005,31,24,1.8518025516704488,1.0015635612975946,1.0055521531899942,0.9450835760484312,1.0098960716324903,1.0056528683497636,1.0029655100152761,Healthy
1.8336006013972383,6.551558013454226,3.561870782772737,2.6312552691827045,4.1996223345495824,0.2235720445769139,-1.9298830859597569,32.081128118597164,38.49126351534004,14.287220103926483,3414.109,2146.0,B0005,32,24,1.8307038456739428,0.9901538484183716,0.9948195663252144,0.9296811518746609,1.0143272543021467,1.0069404673877036,0.9915381176070742,Healthy
1.8228280024686496,6.511731846126671,3.5617586337260088,2.654880745360911,4.199853323702163,0.2213510620234656,-1.9293005284805407,31.849792632896243,38.31473393357882,14.308408700187321,3395.219,2118.078,B0005,33,24,1.8199041089501269,0.9843365890443936,0.9887721726475837,0.924537298248748,1.0011296561685843,1.0069087628648792,0.9856888096225583,Healthy
1.8121752075861792,6.469981765125146,3.5597307651083123,2.6749688422803803,4.199103467081427,0.21927532436509642,-1.923330987770314,31.465690433362017,37.861934640176806,14.321943711351647,3386.0,2089.485,B0005,34,24,1.809307963702852,0.978584024477578,0.982432642815033,0.9220269125114641,0.987614903520746,1.0063354846360395,0.9799497699973336,Healthy
1.8075461949970868,6.449110376642855,3.5575937553540915,2.6159705726789904,4.199998536865001,0.2239537871103154,-1.9284469980320087,31.409348956650316,37.90665575786083,14.340560010288272,3368.187,2071.656,B0005,35,24,1.80460990458052,0.9760843336365223,0.9792634324385212,0.917176332064752,0.9791878575669002,1.0057313522202498,0.9774052269738557,Healthy
1.8022830804899914,6.434795531709917,3.5597237883937995,2.658447162110498,4.19967522099872,0.2209801800385344,-1.9231439161693824,31.902247475518077,38.34003238560517,14.361120383902286,3368.266,2081.188,B0005,36,24,1.7993770651972192,0.9732422244662395,0.9770897986556938,0.9171978442106731,0.9836932477756645,1.0063335123196357,0.9745710385145268,Healthy
1.7913400516779023,6.393892036762979,3.559061771422033,2.697942608427116,4.1991847248803165,0.21771514337644682,-1.9170149640438081,31.649024294808623,38.0745950590744,14.31700385380947,3358.719,2052.11,B0005,37,24,1.7884432335370462,0.9673329320699638,0.9708788184551468,0.9145981422219704,0.9699492552777158,1.0061463601966016,0.9686491025945366,Healthy
1.7858124989367077,6.369841339450474,3.557015527748059,2.6617272246516333,4.200012480335,0.22052028075457983,-1.922048805055383,31.48874626238971,38.07252758016199,14.55798492102618,3339.5,2033.61,B0005,38,24,1.7829230484252725,0.9643480248797837,0.9672268467835062,0.9093647000389942,0.9612050548095937,1.0055678873414307,0.9656592831502258,Healthy
1.7759383253858907,6.33285652089411,3.5562481933590964,2.699288287625812,4.1992373656547874,0.21742090167721123,-1.9162302821549881,31.329995610092634,37.80133585100446,14.518922832738529,3331.265,2015.046,B0005,39,24,1.7730337158018288,0.9590159198761955,0.9616108969466428,0.9071222630559664,0.952430604134447,1.0053509619964682,0.9603030644057188,Healthy
1.7759725572584446,6.328665896669894,3.5532756526091784,2.612793240883853,4.199395781118708,0.22452623481021516,-1.9220800182578983,31.569551201845574,38.39873985476869,14.959371983891565,3321.188,2005.734,B0005,40,24,1.773037755078937,0.9590344052651739,0.960974572737225,0.9043782390756422,0.9480291990123306,1.0045106250627063,0.9603052521419984,Healthy
1.7707652086120156,6.315500670757285,3.556266431640255,2.6637064901468075,4.199578698026071,0.22096742761745108,-1.9162417890311958,32.111426258867944,38.74929237918251,14.72871406159539,3321.844,2014.891,B0005,41,24,1.7678721106662054,0.9562224099492972,0.9589755025456678,0.9045568715784795,0.9523573419143088,1.0053561179564887,0.9575074575400311,Healthy
1.7651926744498152,6.295363332547592,3.5563095420140822,2.6668454289754746,4.199546957512695,0.22117733910818724,-1.9158809823517762,32.271676011112376,38.87275464755104,14.616668328231004,3311.828,2005.625,B0005,42,24,1.762315070409309,0.9532132125581417,0.955917753835579,0.901829458242474,0.9479776791284915,1.0053683052542932,0.9544976767670184,Healthy
1.7729389905657806,6.311760030905264,3.558950851054106,2.684431051981017,4.194091469340824,0.22550794469395652,-1.9114406265753041,31.842291659678658,38.503541429116005,14.510839227404134,3327.391,1982.437,B0005,43,24,1.7676172924938447,0.9573962634948854,0.958407506092347,0.9060673509889052,0.9370176509957989,1.0061150030211354,0.9573694439931913,Healthy
1.7655929800474257,6.291190326194819,3.5534418211598053,2.645224362345869,4.200715235801255,0.2229496052893184,-1.9158166997544155,31.759815453754253,38.27009094548294,14.441304705946965,3312.078,1987.156,B0005,44,24,1.762668359743147,0.953429379660026,0.9552841048071169,0.9018975346536163,0.9392481311043972,1.0045576008931725,0.9546890238502029,Healthy
1.7546456675547355,6.246817602591024,3.5510121537420285,2.6603527244917,4.1990980807180325,0.2216201354243429,-1.9151304155635374,31.41911167391793,38.11684755251712,14.766334581784992,3293.172,1949.015,B0005,45,24,1.7517304870664143,0.9475177740539765,0.9485463405132583,0.8967493241373902,0.9212204256960383,1.0038707341889994,0.9487648992518188,Healthy
1.74476384104258,6.2109787694126375,3.551317608213949,2.6926849789916263,4.199398534411534,0.21932074696010626,-1.9148485784393638,31.331626572312267,38.04152715355532,14.805312964989351,3275.328,1930.312,B0005,46,24,1.7418496047960008,0.9421815364115165,0.9431044025182184,0.8918903022156965,0.9123802753525093,1.0039570861336597,0.943413257351981,Healthy
1.7389904072039604,6.186769443667064,3.549003180550162,2.670544734728978,4.199122915612965,0.22144629488934392,-1.9144128654409127,31.35934131425137,38.17980302242767,14.965001236699614,3265.016,1920.859,B0005,47,24,1.7360913511847138,0.939063852151628,0.9394283439547776,0.8890822864088985,0.9079122252430414,1.0033027976949045,0.9402944962481948,Healthy
1.7965097542775637,6.413158013166925,3.5597648340955175,2.605158060541757,4.190409478081396,0.22722748069200965,-1.9388813849818083,34.31088483888259,40.71218198711114,14.06480804094134,3328.937,2080.656,B0005,48,24,1.7936240148573608,0.9701245983250537,0.9738042554659534,0.9064883355154092,0.9834417929297703,1.0063451159348686,0.9714550955847286,Healthy
1.786079145400265,6.380437111098442,3.5623454342368555,2.672012007453096,4.199933846791869,0.22227391812377686,-1.927509725704535,33.43585640373787,39.88526123315293,14.184884703986569,3329.266,2070.985,B0005,49,24,1.7831890223273277,0.9644920153550579,0.9688357588825925,0.9065779240724725,0.978870703052624,1.0070746513029194,0.9658033388164655,Healthy
1.770278104593886,6.315672497104377,3.558336657621618,2.674271233724938,4.199365021329158,0.22147695346051366,-1.9267185977839403,32.66698125020078,39.18287352945846,14.3466852082244,3301.579,2015.079,B0005,50,24,1.7673642076278957,0.9559593712495043,0.9590015934711767,0.8990385976912839,0.9524462018974441,1.005941370607246,0.9572323692324807,Healthy
1.7599327871687052,6.271181715351194,3.5540131386228695,2.6309416727017187,4.19902365945384,0.22473746346279738,-1.9261308349663746,32.28423408691397,38.95156480403077,14.58994797166772,3283.563,1977.61,B0005,51,24,1.7570177850353066,0.9503728461066532,0.9522459026693432,0.8941327391987243,0.9347361236628462,1.0047191122753558,0.9516285833412425,Healthy
1.7497810237362108,6.231914575368819,3.552376095886298,2.6629725743154204,4.199432142144215,0.22236358329078568,-1.9202346781375206,32.00739178780946,38.607510759873634,14.588353315265046,3275.125,1950.063,B0005,52,24,1.7468706179837907,0.9448908411251662,0.9462833943487458,0.8918350241698489,0.9217157728360703,1.0042563204789017,0.9461327173981627,Healthy
1.7446139779644414,6.209284594351781,3.549618661283733,2.612942119873717,4.199640922827531,0.22654739258708573,-1.9201011498853633,32.06387071886056,38.920359903369054,14.900691238010815,3265.656,1939.75,B0005,53,24,1.7417172507457144,0.9421006095709374,0.942847150961282,0.8892565620214228,0.9168412355697059,1.0034767940286646,0.9433415723078987,Healthy
1.7393326447646538,6.190880953976837,3.54938103086703,2.615719844266148,4.199305653118061,0.22676974984008744,-1.914427810545647,32.43754560319043,39.23273115358871,14.896646278891978,3266.093,1930.234,B0005,54,24,1.7364225056478186,0.9392486622119736,0.9400526551331126,0.8893755595880996,0.9123434079126979,1.0034096159367425,0.9404738547357843,Healthy
1.7292824780137324,6.151255117786316,3.5472118680418956,2.6287695472774453,4.198949734540481,0.2259297319036886,-1.9083407065035893,32.16809876635083,38.9649270684008,14.84064665176998,3257.594,1902.704,B0005,55,24,1.7263217239235826,0.933821519966226,0.9340356806831612,0.8870612339149055,0.8993310922971628,1.0027963938514424,0.9350031118185856,Healthy
1.7187036975063659,6.112027714024165,3.5467052098640246,2.6655106679421823,4.19834220599025,0.22293092024176694,-1.902207182631691,32.05752645824972,38.83927283461771,14.867707224154767,3248.593,1883.609,B0005,56,24,1.7158065389330133,0.9281089235463947,0.9280792060982477,0.8846102108081377,0.8903056594356067,1.002653161641869,0.9293079215471078,Healthy
1.7134266007170849,6.0895494739643246,3.544629653883431,2.650495153350403,4.198995776266302,0.224735876656725,-1.9020484449938708,31.97592092807272,38.82796377704433,14.988636771073931,3238.766,1864.485,B0005,57,24,1.710533351135192,0.9252592638711082,0.9246660037756609,0.8819342632389559,0.8812665194489924,1.0020664022009325,0.9264518797491973,Healthy
1.7089586509245498,6.0728792565068455,3.5436291614253204,2.643236235233877,4.19916986492694,0.22548872600732597,-1.8964907679062355,32.21689335291319,39.14007944734004,15.183155569322007,3240.14,1865.343,B0005,58,24,1.706014499648521,0.9228465477767486,0.9221347190846698,0.8823084111945939,0.8816720612869194,1.0017835630961955,0.9240043984116627,Healthy
1.7032212406125418,6.053515210482995,3.5444946147995258,2.656450207001938,4.199246833083063,0.22535563972499398,-1.895971437908019,32.55632993697177,39.349611598028886,14.884493588522961,3230.109,1855.296,B0005,59,24,1.7003110272642588,0.9197483164083355,0.9191943907187774,0.8795769132739198,0.876923251443502,1.0020282266671874,0.9209153076856674,Healthy
1.6975261991679176,6.028196507207793,3.5409201846556857,2.626177688152069,4.19925518864016,0.2279232427931213,-1.8899648799839277,32.40048085325998,39.29444535878087,15.026593610097127,3229.7810000000027,1836.703,B0005,60,24,1.6945798601797897,0.9166729644483723,0.9153498790224104,0.8794875970225019,0.8681350936432971,1.0010177356698466,0.9178112170726201,Healthy
1.6877988764988738,5.992826926507793,3.541195668799061,2.6582230344240045,4.199610827671791,0.22571944550735676,-1.8893703824420507,32.29371860868794,39.10487658009542,14.95847618520062,3212.469,1818.5,B0005,61,24,1.6849029086609286,0.9114201596836806,0.9099791945438755,0.8747734417037184,0.8595312730421498,1.0010956150060175,0.9125700272887782,Healthy
1.6774339986222815,5.954147900122396,3.540671044783382,2.695100237338448,4.1994453812630566,0.22232770586728487,-1.8776883243431417,32.136071448067796,39.0462609369598,15.110608773944978,3213.219,1789.797,B0005,62,24,1.6744741591159715,0.9058230717954711,0.9041059881744008,0.8749776709371453,0.8459645278509874,1.0009473038561278,0.9069216518198363,Healthy
1.677487094102361,5.950685278775523,3.5376048790268775,2.639091813583503,4.198991968341307,0.2278035015163785,-1.8831065986697755,32.382685497234974,39.398032192832,15.315496776048128,3203.578,1789.985,B0005,63,24,1.6745692479879102,0.9058517436304901,0.9035802073662983,0.8723523722178532,0.8460533878341229,1.0000804991435945,0.9069731534547458,Healthy
1.6666897993965792,5.912112888638613,3.538422485261741,2.6857210282450983,4.197785116892181,0.22478623561389083,-1.876359921441716,32.30899951427638,39.10678394120843,14.67796740539514,3195.125,1771.281,B0005,64,24,1.663716375981405,0.9000211484085588,0.8977231931493248,0.8700505726043094,0.8372127648311093,1.0003116363337066,0.9010950665618879,Healthy
1.6619360867923914,5.897444282856031,3.53928626988912,2.69017866510873,4.201331130571617,0.22405053018605095,-1.8709550260104437,32.56636929496717,39.44448954135193,15.115677856881028,3195.312999999994,1771.844,B0005,65,24,1.659013868748246,0.8974541189116636,0.8954958426453292,0.8701017660654868,0.8374788721210311,1.0005558281501594,0.8985481143713311,Healthy
1.6568213404083498,5.870796644049508,3.533690170241391,2.639895313359579,4.199339974904826,0.22875214978625033,-1.8705599868289542,32.46542951751835,39.509602016775695,15.375632472490533,3186.297,1743.922,B0005,66,24,1.6538540573335014,0.8946921292984493,0.8914495390902579,0.8676466583740521,0.8242812739874689,0.998973811412751,0.8957534790132019,Healthy
1.6456121585729522,5.83044370397896,3.534367734544495,2.68991452927918,4.198916244859707,0.22434241853957987,-1.8640049795794804,32.347056454418095,39.33486536224533,15.354571289445666,3176.438,1724.219,B0005,67,24,1.642653782130131,0.8886391128871967,0.8853221577469972,0.8649619970242439,0.8149684641591766,0.9991653587645956,0.8896872330619117,Healthy
1.6408150096745229,5.809091259684538,3.5312941932103548,2.65935818848874,4.198537488587242,0.22742872815982934,-1.8636932149873204,32.37153894064616,39.43723270017243,15.462157921153604,3167.593,1705.937,B0005,68,24,1.6378578430223698,0.8860486275658043,0.8820799015799392,0.8625534535980289,0.8063273034587329,0.9982964689770987,0.8870896766923738,Healthy
1.6356937368696514,5.790167521323096,3.5309134771684274,2.6657030585650423,4.198943932259475,0.22708128337573127,-1.857820396301907,32.45549347979197,39.51375235624076,15.475354015335508,3167.719,1696.375,B0005,69,24,1.6327350407099108,0.8832831136514439,0.8792064316127464,0.8625877641092446,0.8018077334654259,0.9981888405951106,0.8843150860485776,Healthy
1.6307012505449283,5.769354077156824,3.5287226893409893,2.642986759012803,4.199579806494986,0.2296112762432864,-1.8572160981955346,32.50017194695606,39.60170302810528,15.519413924501098,3159.077999999994,1687.047000000006,B0005,70,24,1.6277528915533617,0.8805871451052764,0.8760460197753325,0.8602347710345202,0.7973987657915561,0.9975695051241056,0.8816166753755482,Healthy
1.6250485025889965,5.745472403283857,3.52625493581969,2.631116911889304,4.198782234828033,0.2310765911883366,-1.8568340008006832,32.50100298369444,39.68746359758208,15.64385256650531,3148.829,1667.829,B0005,71,24,1.622125485521159,0.877534631848878,0.8724197134224564,0.8574439104833317,0.7883151958133713,0.996871871482775,0.8785687833872475,Healthy
1.6142996998142431,5.70936796906824,3.5286843243370045,2.696157404617167,4.19910517813207,0.22510578697122166,-1.8448886500218815,32.4728927422438,39.53535075538898,15.527397208594664,3149.094,1658.61,B0005,72,24,1.6113256603765849,0.8717302225215676,0.8669374453092782,0.8575160714791424,0.783957748023338,0.9975586593418188,0.8727194275126525,Healthy
1.6094799144091874,5.6879592580977985,3.525556939424901,2.6667596238241567,4.198510853141954,0.2281397131118496,-1.8444180038305806,32.50480154634882,39.6502371632164,15.656774387253893,3140.547,1640.063,B0005,73,24,1.6065631397488385,0.8691275133690237,0.8636866453439174,0.8551886751350092,0.7751913325594322,0.9966745479809221,0.8701399711197141,Healthy
1.6044824382428684,5.666153445425437,3.5226805646793737,2.6403185448373043,4.198732430468704,0.2308516858920289,-1.8438790389835118,32.51218336210202,39.69929058154853,15.71268094266507,3131.625,1621.64,B0005,74,24,1.6015142233917594,0.8664288502824774,0.860375547577319,0.8527591641741623,0.766483526871637,0.9958613971657237,0.8674053982763328,Healthy
1.5933626329738975,5.628088262969209,3.5246734587890085,2.69892986372897,4.198799630396931,0.22588557047078087,-1.83711254029409,32.45692821941515,39.56076309770468,15.63254789867472,3121.907,1602.485,B0005,75,24,1.590369231400328,0.8604240976813142,0.8545955501743456,0.8501128979202385,0.757429734440995,0.9964247881050906,0.8613690945857914,Healthy
1.5887612599653969,5.607095949516774,3.5213155754526824,2.6682466504352997,4.198753541225669,0.22872630381164663,-1.8315957075983758,32.447059186431154,39.63708096307912,15.758326936067924,3122.125,1593.109,B0005,76,24,1.5857889968242211,0.8579393323573372,0.8514079779782316,0.8501722605507545,0.7529980791118539,0.9954755148657393,0.858888367197512,Healthy
1.5878792582768275,5.598801373619659,3.51803386486462,2.6479207279724903,4.200309982421394,0.23152662212104436,-1.8311195242792309,32.32889654966259,39.43977047692484,15.528747201881483,3121.672,1574.141,B0005,77,24,1.5849430707374117,0.8574630468644208,0.8501484903296641,0.8500489060937646,0.7440326740048627,0.9945477756537057,0.8584302002680374,Healthy
1.5984436551475647,5.646858586904477,3.5236841955396794,2.6741633856529066,4.201124089732316,0.2295228480555242,-1.8432799764914718,32.84488475360107,39.83902225625452,15.366072616583754,3120.86,1612.063,B0005,78,24,1.5955263892495937,0.863167876045764,0.8574457249692143,0.8498277939103744,0.7619568669860585,0.996145123496406,0.8641622927309458,Healthy
1.5776970242898865,5.563780155027217,3.519146638240668,2.6892528956736257,4.198150316653697,0.22754368748819617,-1.829798505957538,32.31731555011648,39.41794949618613,15.594635904665225,3103.828,1555.891,B0005,79,24,1.5747301747801037,0.8519645876252694,0.844830702801756,0.845189884172071,0.7354066384079316,0.9948623565612428,0.8528987345114348,Healthy
1.5678558785764944,5.523505722300938,3.516233648608237,2.688809122993162,4.198524048997099,0.22767764621364045,-1.8236746835609148,32.06376130177751,39.262781682151214,15.85681060594895,3095.094,1528.063,B0005,80,24,1.5649019950937946,0.8466503178254363,0.838715242385093,0.8428115666724032,0.7222534702659371,0.9940388547216583,0.8475756371635513,Degrading
